10600, PDF 1.7 Level 3 (Acrobat 9), 1, 0, 0, NaN, NaN
10700, PDF 1.7 Level 8 (Acrobat 10 - 11), 1, 0, 0, NaN, NaN
10900, PBKDF2-HMAC-SHA256, 1, 0, 0, NaN, NaN
11000, PrestaShop, 3, 0.3906106954209876, 0.11508768418298494, 1267094707.2443864, 2670278560.869395
11300, Bitcoin/Litecoin wallet.dat, 14, 0, 0, NaN, NaN
11600, 7-Zip, 2, 0, 0, NaN, NaN
12500, RAR3-hp, 3, 0, 0, NaN, NaN
12700, Blockchain  My Wallet, 1, 0, 0, NaN, NaN
13000, RAR5, 4, 0, 0, NaN, NaN
13400, KeePass 1 (AES/Twofish) and KeePass 2 (AES), 1, 0, 0, NaN, NaN
13900, OpenCart, 25, 0.3760916664782218, 0.21861370132989905, 3190892706.6648335, 4895384027.3904915
14000, DES (PT = $salt  key = $pass), 1, 0, 0, NaN, NaN
15200, Blockchain  My Wallet  V2, 2, 0, 0, NaN, NaN
15700, Ethereum Wallet  SCRYPT, 2, 0, 0, NaN, NaN
16300, Ethereum Pre-Sale Wallet  PBKDF2-HMAC-SHA256, 1, 0, 0, NaN, NaN
16600, Electrum Wallet (Salt-Type 1-3), 1, 0, 0, NaN, NaN
16800, WPA-PMKID-PBKDF2, 3, 0, 0, NaN, NaN
18501, sha1(md5(sha1($pass))), 1, 0.18024502297090353, 0, 7665536387.789781, 0
19500, Ruby on Rails Restful-Authentication, 3, 0.23257909297072465, 0.3289165076036318, -145966000, 0
20710, sha256(sha256($pass).$salt), 7, 0.5979194512264122, 0.35523943105439476, 1862624498.8363943, 2795286458.0501304
20711, AuthMe sha256, 158, 0.8334654831188992, 0.16201476302397466, -701922417.6125745, 1474413938.220883
20900, md5(sha1($pass).md5($pass).sha1($pass)), 1, 0.732191990217059, 0, -1281531830.480167, 0
21200, md5(sha1($salt).md5($pass)), 3, 0.5383606809273398, 0.3824015767190397, 534579389.0180009, 368106384.35006803
21300, md5($salt.sha1($salt.$pass)), 1, 0.07844287067526727, 0, -145982000, 0
21700, Electrum Wallet (Salt-Type 4), 3, 0, 0, NaN, NaN
21800, Electrum Wallet (Salt-Type 5), 1, 0, 0, NaN, NaN
22000, WPA-PBKDF2-PMKID+EAPOL, 45, 0.05481030392748722, 0.13959801253775858, 6544667810.057525, 7395959494.329381
22001, WPA-PMK-PMKID+EAPOL, 1, 0, 0, NaN, NaN
22100, BitLocker, 1, 0, 0, NaN, NaN
22500, MultiBit Classic .key (MD5), 2, 0, 0, NaN, NaN
23600, AxCrypt 2 AES-256, 1, 0, 0, NaN, NaN
23800, RAR3-p (Compressed), 1, 0, 0, NaN, NaN
25600, bcrypt(md5($pass)) / bcryptmd5, 54, 0.24459748429741454, 0.2050680544697445, 30403639504.75867, 6279209218.640802
26600, MetaMask Wallet, 1, 0, 0, NaN, NaN
27200, Ruby on Rails Restful Auth (one round  no sitekey), 14, 0.6706860299733278, 0.2393752229358087, 4973573475.882886, 6144052994.346566
